Mod:Item:MetaData, Localized Name
ceramics:clay_bucket:0, Distilled Oil (§6Hot§r) Clay Bucket
ceramics:clay_bucket:0, Distilled Oil (§cSearing§r) Clay Bucket
ceramics:clay_bucket:0, Dense Fuel (§bCool§r) Clay Bucket
ceramics:clay_bucket:0, Dense Fuel (§6Hot§r) Clay Bucket
ceramics:clay_bucket:0, Dense Fuel (§cSearing§r) Clay Bucket
ceramics:clay_bucket:0, Mixed Heavy Fuels (§bCool§r) Clay Bucket
ceramics:clay_bucket:0, Mixed Heavy Fuels (§6Hot§r) Clay Bucket
ceramics:clay_bucket:0, Mixed Heavy Fuels (§cSearing§r) Clay Bucket
ceramics:clay_bucket:0, Fuel (§bCool§r) Clay Bucket
ceramics:clay_bucket:0, Fuel (§6Hot§r) Clay Bucket
ceramics:clay_bucket:0, Fuel (§cSearing§r) Clay Bucket
ceramics:clay_bucket:0, Mixed Light Fuels (§bCool§r) Clay Bucket
ceramics:clay_bucket:0, Mixed Light Fuels (§6Hot§r) Clay Bucket
ceramics:clay_bucket:0, Mixed Light Fuels (§cSearing§r) Clay Bucket
ceramics:clay_bucket:0, Gaseous Fuel (§bCool§r) Clay Bucket
ceramics:clay_bucket:0, Gaseous Fuel (§6Hot§r) Clay Bucket
ceramics:clay_bucket:0, Gaseous Fuel (§cSearing§r) Clay Bucket
ceramics:clay_bucket:0, Ethanol Clay Bucket
ceramics:clay_bucket:0, Biomass Clay Bucket
ceramics:clay_bucket:0, Liquid Glass Clay Bucket
ceramics:clay_bucket:0, Honey Clay Bucket
ceramics:clay_bucket:0, Crushed Ice Clay Bucket
ceramics:clay_bucket:0, Fruit Juice Clay Bucket
ceramics:clay_bucket:0, Seed Oil Clay Bucket
ceramics:clay_bucket:0, Short Mead Clay Bucket
ceramics:clay_bucket:0, Plant Oil Clay Bucket
ceramics:clay_bucket:0, Ethanol Clay Bucket
ceramics:clay_bucket:0, Biodiesel Clay Bucket
ceramics:clay_bucket:0, Liquid Concrete Clay Bucket
ceramics:clay_bucket:0, Growth Medium Clay Bucket
ceramics:clay_bucket:0, Bacteria Clay Bucket
ceramics:clay_bucket:0, Polymerising Bacteria Clay Bucket
ceramics:clay_bucket:0, Raw DNA Clay Bucket
ceramics:clay_bucket:0, Bacteria Vector Clay Bucket
ceramics:clay_bucket:0, Sap Clay Bucket
ceramics:clay_bucket:0, Resin Clay Bucket
ceramics:clay_bucket:0, Latex Clay Bucket
ceramics:clay_bucket:0, Turpentine Clay Bucket
ceramics:clay_bucket:0, Apple Juice Clay Bucket
ceramics:clay_bucket:0, Apricot Juice Clay Bucket
ceramics:clay_bucket:0, Banana Juice Clay Bucket
ceramics:clay_bucket:0, Cherry Juice Clay Bucket
ceramics:clay_bucket:0, Elderberry Juice Clay Bucket
ceramics:clay_bucket:0, Lemon Juice Clay Bucket
ceramics:clay_bucket:0, Lime Juice Clay Bucket
ceramics:clay_bucket:0, Orange Juice Clay Bucket
ceramics:clay_bucket:0, Peach Juice Clay Bucket
ceramics:clay_bucket:0, Plum Juice Clay Bucket
ceramics:clay_bucket:0, Carrot Juice Clay Bucket
ceramics:clay_bucket:0, Tomato Juice Clay Bucket
ceramics:clay_bucket:0, Cranberry Juice Clay Bucket
ceramics:clay_bucket:0, Grapefruit Juice Clay Bucket
ceramics:clay_bucket:0, Olive Oil Clay Bucket
ceramics:clay_bucket:0, Pineapple Juice Clay Bucket
ceramics:clay_bucket:0, Pear Juice Clay Bucket
ceramics:clay_bucket:0, White Grape Juice Clay Bucket
ceramics:clay_bucket:0, Red Grape Juice Clay Bucket
ceramics:clay_bucket:0, Cider Clay Bucket
ceramics:clay_bucket:0, Apricot Wine Clay Bucket
ceramics:clay_bucket:0, Banana Wine Clay Bucket
ceramics:clay_bucket:0, Cherry Wine Clay Bucket
ceramics:clay_bucket:0, Elderberry Wine Clay Bucket
ceramics:clay_bucket:0, Peach Cider Clay Bucket
ceramics:clay_bucket:0, Pear Cider Clay Bucket
ceramics:clay_bucket:0, Plum Wine Clay Bucket
ceramics:clay_bucket:0, Carrot Wine Clay Bucket
ceramics:clay_bucket:0, White Wine Clay Bucket
ceramics:clay_bucket:0, Red Wine Clay Bucket
ceramics:clay_bucket:0, Sparkling Wine Clay Bucket
ceramics:clay_bucket:0, Agave Wine Clay Bucket
ceramics:clay_bucket:0, Fermented Potatoes Clay Bucket
ceramics:clay_bucket:0, Citrus Wine Clay Bucket
ceramics:clay_bucket:0, Cranberry Wine Clay Bucket
ceramics:clay_bucket:0, Pineapple Wine Clay Bucket
ceramics:clay_bucket:0, Tomato Wine Clay Bucket
ceramics:clay_bucket:0, Fruit Wine Clay Bucket
ceramics:clay_bucket:0, Ale Clay Bucket
ceramics:clay_bucket:0, Lager Clay Bucket
ceramics:clay_bucket:0, Wheat Beer Clay Bucket
ceramics:clay_bucket:0, Rye Beer Clay Bucket
ceramics:clay_bucket:0, Corn Beer Clay Bucket
ceramics:clay_bucket:0, Stout Clay Bucket
ceramics:clay_bucket:0, Fermented Grain Mash Clay Bucket
ceramics:clay_bucket:0, Fermented Wheat Mash Clay Bucket
ceramics:clay_bucket:0, Fermented Rye Mash Clay Bucket
ceramics:clay_bucket:0, Fermented Corn Mash Clay Bucket
ceramics:clay_bucket:0, Neutral Spirit Clay Bucket
ceramics:clay_bucket:0, Vodka Clay Bucket
ceramics:clay_bucket:0, White Rum Clay Bucket
ceramics:clay_bucket:0, Dark Rum Clay Bucket
ceramics:clay_bucket:0, Whiskey Clay Bucket
ceramics:clay_bucket:0, Bourbon Clay Bucket
ceramics:clay_bucket:0, Rye Whiskey Clay Bucket
ceramics:clay_bucket:0, Wheat Whiskey Clay Bucket
ceramics:clay_bucket:0, Fortified Wine Clay Bucket
ceramics:clay_bucket:0, Tequila Clay Bucket
ceramics:clay_bucket:0, Brandy Clay Bucket
ceramics:clay_bucket:0, Apple Brandy Clay Bucket
ceramics:clay_bucket:0, Pear Brandy Clay Bucket
ceramics:clay_bucket:0, Apricot Brandy Clay Bucket
ceramics:clay_bucket:0, Plum Brandy Clay Bucket
ceramics:clay_bucket:0, Cherry Brandy Clay Bucket
ceramics:clay_bucket:0, Elderberry Brandy Clay Bucket
ceramics:clay_bucket:0, Citrus Brandy Clay Bucket
ceramics:clay_bucket:0, Fruit Brandy Clay Bucket
ceramics:clay_bucket:0, Cachaca Clay Bucket
ceramics:clay_bucket:0, Gin Clay Bucket
ceramics:clay_bucket:0, Apple Liquor Clay Bucket
ceramics:clay_bucket:0, Pear Liquor Clay Bucket
ceramics:clay_bucket:0, Cherry Liquor Clay Bucket
ceramics:clay_bucket:0, Elderberry Liquor Clay Bucket
ceramics:clay_bucket:0, Apricot Liquor Clay Bucket
ceramics:clay_bucket:0, Fruit Liquor Clay Bucket
ceramics:clay_bucket:0, Almond Liqueur Clay Bucket
ceramics:clay_bucket:0, Orange Liqueur Clay Bucket
ceramics:clay_bucket:0, Banana Liqueur Clay Bucket
ceramics:clay_bucket:0, Chocolate Liqueur Clay Bucket
ceramics:clay_bucket:0, Mint Liqueur Clay Bucket
ceramics:clay_bucket:0, Hazelnut Liqueur Clay Bucket
ceramics:clay_bucket:0, Cinnamon Liqueur Clay Bucket
ceramics:clay_bucket:0, Coffee Liqueur Clay Bucket
ceramics:clay_bucket:0, Melon Liqueur Clay Bucket
ceramics:clay_bucket:0, Anise Liqueur Clay Bucket
ceramics:clay_bucket:0, Peach Liqueur Clay Bucket
ceramics:clay_bucket:0, Lemon Liqueur Clay Bucket
ceramics:clay_bucket:0, Herbal Liqueur Clay Bucket
ceramics:clay_bucket:0, Cherry Liqueur Clay Bucket
ceramics:clay_bucket:0, Blackcurrant Liqueur Clay Bucket
ceramics:clay_bucket:0, Blackberry Liqueur Clay Bucket
ceramics:clay_bucket:0, Raspberry Liqueur Clay Bucket
ceramics:clay_bucket:0, Liquid Iron Clay Bucket
ceramics:clay_bucket:0, Liquid Gold Clay Bucket
ceramics:clay_bucket:0, Liquid Copper Clay Bucket
ceramics:clay_bucket:0, Liquid Tin Clay Bucket
ceramics:clay_bucket:0, Liquid Bronze Clay Bucket
ceramics:clay_bucket:0, Liquid Electrum Clay Bucket
ceramics:clay_bucket:0, Liquid Invar Clay Bucket
ceramics:clay_bucket:0, Liquid Nickel Clay Bucket
ceramics:clay_bucket:0, Liquid Zinc Clay Bucket
ceramics:clay_bucket:0, Liquid Brass Clay Bucket
ceramics:clay_bucket:0, Liquid Silver Clay Bucket
ceramics:clay_bucket:0, Liquid Steel Clay Bucket
ceramics:clay_bucket:0, Liquid Cupronickel Clay Bucket
ceramics:clay_bucket:0, Liquid Lead Clay Bucket
ceramics:clay_bucket:0, Liquid Platinum Clay Bucket
ceramics:clay_bucket:0, Liquid Aluminium Clay Bucket
ceramics:clay_bucket:0, Liquid Signalum Clay Bucket
ceramics:clay_bucket:0, Liquid Lumium Clay Bucket
ceramics:clay_bucket:0, Liquid Enderium Clay Bucket
ceramics:clay_bucket:0, Liquid Osmium Clay Bucket
ceramics:clay_bucket:0, Liquid Alumina Clay Bucket
ceramics:clay_bucket:0, Liquid Glass Clay Bucket
ceramics:clay_bucket:0, Liquid Glass (White) Clay Bucket
ceramics:clay_bucket:0, Liquid Glass (Orange) Clay Bucket
ceramics:clay_bucket:0, Liquid Glass (Magenta) Clay Bucket
ceramics:clay_bucket:0, Liquid Glass (Light Blue) Clay Bucket
ceramics:clay_bucket:0, Liquid Glass (Yellow) Clay Bucket
ceramics:clay_bucket:0, Liquid Glass (Lime) Clay Bucket
ceramics:clay_bucket:0, Liquid Glass (Pink) Clay Bucket
ceramics:clay_bucket:0, Liquid Glass (Gray) Clay Bucket
ceramics:clay_bucket:0, Liquid Glass (Light Gray) Clay Bucket
ceramics:clay_bucket:0, Liquid Glass (Cyan) Clay Bucket
ceramics:clay_bucket:0, Liquid Glass (Purple) Clay Bucket
ceramics:clay_bucket:0, Liquid Glass (Blue) Clay Bucket
ceramics:clay_bucket:0, Liquid Glass (Brown) Clay Bucket
ceramics:clay_bucket:0, Liquid Glass (Green) Clay Bucket
ceramics:clay_bucket:0, Liquid Glass (Red) Clay Bucket
ceramics:clay_bucket:0, Liquid Glass (Black) Clay Bucket
ceramics:clay_bucket:0, Liquid Manasteel Clay Bucket
ceramics:clay_bucket:0, Liquid Terrasteel Clay Bucket
ceramics:clay_bucket:0, Liquid Elementium Clay Bucket
ceramics:clay_bucket:0, Mutagen Clay Bucket
ceramics:clay_bucket:0, Liquid DNA Clay Bucket
ceramics:clay_bucket:0, Protein Clay Bucket
ceramics:clay_bucket:0, Diesel Clay Bucket
ceramics:clay_bucket:0, Lubricant Clay Bucket
ceramics:clay_bucket:0, Gasoline Clay Bucket
ceramics:clay_bucket:0, Napalm Clay Bucket
ceramics:clay_bucket:0, Distilled Water Clay Bucket
ceramics:clay_bucket:0, Essence Clay Bucket
ceramics:clay_bucket:0, Liquid Meat Clay Bucket
ceramics:clay_bucket:0, Latex Clay Bucket
ceramics:clay_bucket:0, Sewage Clay Bucket
ceramics:clay_bucket:0, Sludge Clay Bucket
ceramics:clay_bucket:0, Biofuel Clay Bucket
ceramics:clay_bucket:0, Pink Slime Clay Bucket
ceramics:clay_bucket:0, Protein Clay Bucket
ceramics:clay_bucket:0, Raw Ore Meat Clay Bucket
ceramics:clay_bucket:0, Fermented Ore Meat Clay Bucket
ceramics:clay_bucket:0, Menril Resin Clay Bucket
ceramics:clay_bucket:0, Liquid Chorus Clay Bucket
ceramics:clay_bucket:0, Liquid XP Clay Bucket
ceramics:clay_bucket:0, Sulphur Dioxide Clay Bucket
ceramics:clay_bucket:0, Sulphuric Acid Clay Bucket
ceramics:clay_bucket:0, Liquid Glowstone Clay Bucket
ceramics:clay_bucket:0, Slime Clay Bucket
ceramics:clay_bucket:0, Molten Iron Clay Bucket
ceramics:clay_bucket:0, Iron Solution Clay Bucket
ceramics:clay_bucket:0, Molten Gold Clay Bucket
ceramics:clay_bucket:0, Gold Solution Clay Bucket
ceramics:clay_bucket:0, Copper Solution Clay Bucket
ceramics:clay_bucket:0, Zinc Solution Clay Bucket
ceramics:clay_bucket:0, Tin Solution Clay Bucket
ceramics:clay_bucket:0, Aluminum Solution Clay Bucket
ceramics:clay_bucket:0, Lead Solution Clay Bucket
ceramics:clay_bucket:0, Nutrient Distillation Clay Bucket
ceramics:clay_bucket:0, Dew of the Void Clay Bucket
ceramics:clay_bucket:0, Vapor of Levity Clay Bucket
ceramics:clay_bucket:0, Hootch Clay Bucket
ceramics:clay_bucket:0, Rocket Fuel Clay Bucket
ceramics:clay_bucket:0, Fire Water Clay Bucket
ceramics:clay_bucket:0, Liquid Sunshine Clay Bucket
ceramics:clay_bucket:0, Cloud Seed Clay Bucket
ceramics:clay_bucket:0, Concentrated Cloud Seed Clay Bucket
ceramics:clay_bucket:0, Oxygen Clay Bucket
ceramics:clay_bucket:0, Hydrogen Clay Bucket
ceramics:clay_bucket:0, Rocket Fuel Clay Bucket
ceramics:clay_bucket:0, Nitrogen Clay Bucket
ceramics:clay_bucket:0, Flux Goo Clay Bucket
ceramics:clay_bucket:0, Liquid Death Clay Bucket
ceramics:clay_bucket:0, Purifying Fluid Clay Bucket
ceramics:clay_bucket:0, Molten Fiery Clay Bucket
ceramics:clay_bucket:0, Molten Knightmetal Clay Bucket
ceramics:clay_bucket:0, Fiery Essence Clay Bucket
ceramics:clay_bucket:0, fluid.blood Clay Bucket
ceramics:clay_bucket:0, Tannin Clay Bucket
ceramics:clay_bucket:0, Urushi Clay Bucket
ceramics:clay_bucket:0, Brine Clay Bucket
ceramics:clay_bucket:0, Waste Water Clay Bucket
ceramics:clay_bucket:0, Bitumen Clay Bucket
ceramics:clay_bucket:0, Boiling Bitumen Clay Bucket
ceramics:clay_bucket:0, Paraffin Clay Bucket
ceramics:clay_bucket:0, Basaltic Magma Clay Bucket
ceramics:clay_bucket:0, Ovis Atre Milk Clay Bucket
ceramics:clay_bucket:0, Smoke Clay Bucket
ceramics:clay_bucket:0, Liquid Starlight Clay Bucket
ceramics:clay_bucket:0, Molten Aluminium Clay Bucket
ceramics:clay_bucket:0, Molten Astral Starmetal Clay Bucket
ceramics:clay_bucket:0, Molten Iridium Clay Bucket
ceramics:clay_bucket:0, Molten Lithium Clay Bucket
ceramics:clay_bucket:0, Molten Titanium Clay Bucket
ceramics:clay_bucket:0, Molten Tungsten Clay Bucket
ceramics:clay_bucket:0, Molten Uranium Clay Bucket
ceramics:clay_bucket:0, Molten Adamant Clay Bucket
ceramics:clay_bucket:0, Molten Advanced Alloy Clay Bucket
ceramics:clay_bucket:0, Molten Black Iron Clay Bucket
ceramics:clay_bucket:0, Molten Chromium Clay Bucket
ceramics:clay_bucket:0, Molten Conductive Iron Clay Bucket
ceramics:clay_bucket:0, Molten Constantan Clay Bucket
ceramics:clay_bucket:0, Molten Construction Alloy Clay Bucket
ceramics:clay_bucket:0, Molten Crude Iron Clay Bucket
ceramics:clay_bucket:0, Molten Crude Steel Clay Bucket
ceramics:clay_bucket:0, Molten Crystalline Alloy Clay Bucket
ceramics:clay_bucket:0, Molten Crystalline Pink Slime Clay Bucket
ceramics:clay_bucket:0, Molten Crystaltine Clay Bucket
ceramics:clay_bucket:0, Molten Dark Steel Clay Bucket
ceramics:clay_bucket:0, Molten Dragonbone Clay Bucket
ceramics:clay_bucket:0, Molten Electrical Steel Clay Bucket
ceramics:clay_bucket:0, Molten Elementium Clay Bucket
ceramics:clay_bucket:0, Molten Enderium Clay Bucket
ceramics:clay_bucket:0, Molten End Steel Clay Bucket
ceramics:clay_bucket:0, Molten Energetic Alloy Clay Bucket
ceramics:clay_bucket:0, Molten Energetic Silver Clay Bucket
ceramics:clay_bucket:0, Molten Enriched Uranium Clay Bucket
ceramics:clay_bucket:0, Molten HOP Graphite Clay Bucket
ceramics:clay_bucket:0, Molten Hot Tungstensteel Clay Bucket
ceramics:clay_bucket:0, Molten Iridium Alloy Clay Bucket
ceramics:clay_bucket:0, Molten Lumium Clay Bucket
ceramics:clay_bucket:0, Molten Manasteel Clay Bucket
ceramics:clay_bucket:0, Molten Melodic Alloy Clay Bucket
ceramics:clay_bucket:0, Molten Mixed Metal Clay Bucket
ceramics:clay_bucket:0, Molten Obsidian Clay Bucket
ceramics:clay_bucket:0, Molten Pulsating Iron Clay Bucket
ceramics:clay_bucket:0, Molten Redstone Alloy Clay Bucket
ceramics:clay_bucket:0, Molten Refined Iron Clay Bucket
ceramics:clay_bucket:0, Molten Shibuichi Clay Bucket
ceramics:clay_bucket:0, Molten Signalum Clay Bucket
ceramics:clay_bucket:0, Molten Silicon Clay Bucket
ceramics:clay_bucket:0, Molten Soularium Clay Bucket
ceramics:clay_bucket:0, Molten Stellar Alloy Clay Bucket
ceramics:clay_bucket:0, Molten Tamahagane Clay Bucket
ceramics:clay_bucket:0, Molten Terrasteel Clay Bucket
ceramics:clay_bucket:0, Molten Thaumium Clay Bucket
ceramics:clay_bucket:0, Molten Titanium Aluminide Clay Bucket
ceramics:clay_bucket:0, Molten Titanium Iridium Clay Bucket
ceramics:clay_bucket:0, Molten Tungstensteel Clay Bucket
ceramics:clay_bucket:0, Molten Ultimate Clay Bucket
ceramics:clay_bucket:0, Molten Vanadium Clay Bucket
ceramics:clay_bucket:0, Molten Vibrant Alloy Clay Bucket
ceramics:clay_bucket:0, Molten Vivid Alloy Clay Bucket
ceramics:clay_bucket:0, Molten Void Clay Bucket
ceramics:clay_bucket:0, Molten Wootz Clay Bucket
ceramics:clay_bucket:0, Liquid Adamantine Clay Bucket
ceramics:clay_bucket:0, Liquid Antimony Clay Bucket
ceramics:clay_bucket:0, Liquid Astral Starmetal Clay Bucket
ceramics:clay_bucket:0, Liquid Bismuth Clay Bucket
ceramics:clay_bucket:0, Liquid Coldiron Clay Bucket
ceramics:clay_bucket:0, Liquid Iridium Clay Bucket
ceramics:clay_bucket:0, Liquid Lithium Clay Bucket
ceramics:clay_bucket:0, Liquid Mercury Clay Bucket
ceramics:clay_bucket:0, Liquid Mithril Clay Bucket
ceramics:clay_bucket:0, Liquid Starsteel Clay Bucket
ceramics:clay_bucket:0, Liquid Titanium Clay Bucket
ceramics:clay_bucket:0, Liquid Tungsten Clay Bucket
ceramics:clay_bucket:0, Liquid Uranium Clay Bucket
ceramics:clay_bucket:0, Liquid Adamant Clay Bucket
ceramics:clay_bucket:0, Liquid Advanced Alloy Clay Bucket
ceramics:clay_bucket:0, Liquid Aquarium Clay Bucket
ceramics:clay_bucket:0, Liquid Black Iron Clay Bucket
ceramics:clay_bucket:0, Liquid Conductive Iron Clay Bucket
ceramics:clay_bucket:0, Liquid Constantan Clay Bucket
ceramics:clay_bucket:0, Liquid Construction Alloy Clay Bucket
ceramics:clay_bucket:0, Liquid Crude Iron Clay Bucket
ceramics:clay_bucket:0, Liquid Crude Steel Clay Bucket
ceramics:clay_bucket:0, Liquid Crystalline Alloy Clay Bucket
ceramics:clay_bucket:0, Liquid Crystalline Pink Slime Clay Bucket
ceramics:clay_bucket:0, Liquid Crystaltine Clay Bucket
ceramics:clay_bucket:0, Liquid Dragonbone Clay Bucket
ceramics:clay_bucket:0, Liquid End Steel Clay Bucket
ceramics:clay_bucket:0, Liquid Energetic Silver Clay Bucket
ceramics:clay_bucket:0, Liquid Enriched Uranium Clay Bucket
ceramics:clay_bucket:0, Liquid HOP Graphite Clay Bucket
ceramics:clay_bucket:0, Liquid Hot Tungstensteel Clay Bucket
ceramics:clay_bucket:0, Liquid Iridium Alloy Clay Bucket
ceramics:clay_bucket:0, Liquid Melodic Alloy Clay Bucket
ceramics:clay_bucket:0, Liquid Mixed Metal Clay Bucket
ceramics:clay_bucket:0, Liquid Obsidian Clay Bucket
ceramics:clay_bucket:0, Liquid Pewter Clay Bucket
ceramics:clay_bucket:0, Liquid Refined Iron Clay Bucket
ceramics:clay_bucket:0, Liquid Shibuichi Clay Bucket
ceramics:clay_bucket:0, Liquid Silicon Clay Bucket
ceramics:clay_bucket:0, Liquid Stellar Alloy Clay Bucket
ceramics:clay_bucket:0, Liquid Tamahagane Clay Bucket
ceramics:clay_bucket:0, Liquid Thaumium Clay Bucket
ceramics:clay_bucket:0, Liquid Titanium Aluminide Clay Bucket
ceramics:clay_bucket:0, Liquid Titanium Iridium Clay Bucket
ceramics:clay_bucket:0, Liquid Tungstensteel Clay Bucket
ceramics:clay_bucket:0, Liquid Ultimate Clay Bucket
ceramics:clay_bucket:0, Liquid Vanadium Clay Bucket
ceramics:clay_bucket:0, Liquid Vivid Alloy Clay Bucket
ceramics:clay_bucket:0, Liquid Void Clay Bucket
ceramics:clay_bucket:0, Liquid Wootz Clay Bucket
ceramics:clay_bucket:1, Milk Clay Bucket
ceramics:clay_shears, Clay Shears
ceramics:clay_helmet, Clay Helmet
ceramics:clay_chestplate, Clay Chestplate
ceramics:clay_leggings, Clay Leggings
ceramics:clay_boots, Clay Boots
ceramics:clay_helmet_raw, Unfired Clay Helmet
ceramics:clay_chestplate_raw, Unfired Clay Chestplate
ceramics:clay_leggings_raw, Unfired Clay Leggings
ceramics:clay_boots_raw, Unfired Clay Boots
ceramics:clay_bucket_block, Unfired Clay Bucket
ceramics:clay_hard:0, Porcelain Bricks
ceramics:clay_hard:1, Dark Bricks
ceramics:clay_hard:2, Marine Bricks
ceramics:clay_hard:3, Golden Bricks
ceramics:clay_hard:4, Dragon Bricks
ceramics:clay_hard:5, Lava Bricks
ceramics:clay_hard:6, Rainbow Bricks
ceramics:clay_hard:7, Monochrome Bricks
ceramics:clay_soft:0, Unfired Porcelain
ceramics:clay_wall:0, Bricks Wall
ceramics:clay_wall:1, Porcelain Bricks Wall
ceramics:clay_wall:2, Dark Bricks Wall
ceramics:clay_wall:3, Marine Bricks Wall
ceramics:clay_wall:4, Golden Bricks Wall
ceramics:clay_wall:5, Dragon Bricks Wall
ceramics:clay_wall:6, Lava Bricks Wall
ceramics:clay_wall:7, Rainbow Bricks Wall
ceramics:clay_wall:8, Monochrome Bricks Wall
ceramics:clay_slab:0, Porcelain Bricks Slab
ceramics:clay_slab:1, Dark Bricks Slab
ceramics:clay_slab:2, Marine Bricks Slab
ceramics:clay_slab:3, Golden Bricks Slab
ceramics:clay_slab:4, Dragon Bricks Slab
ceramics:clay_slab:5, Lava Bricks Slab
ceramics:clay_slab:6, Rainbow Bricks Slab
ceramics:clay_slab:7, Monochrome Bricks Slab
ceramics:porcelain:0, White Porcelain
ceramics:porcelain:1, Orange Porcelain
ceramics:porcelain:2, Magenta Porcelain
ceramics:porcelain:3, Light Blue Porcelain
ceramics:porcelain:4, Yellow Porcelain
ceramics:porcelain:5, Lime Porcelain
ceramics:porcelain:6, Pink Porcelain
ceramics:porcelain:7, Gray Porcelain
ceramics:porcelain:8, Light Gray Porcelain
ceramics:porcelain:9, Cyan Porcelain
ceramics:porcelain:10, Purple Porcelain
ceramics:porcelain:11, Blue Porcelain
ceramics:porcelain:12, Brown Porcelain
ceramics:porcelain:13, Green Porcelain
ceramics:porcelain:14, Red Porcelain
ceramics:porcelain:15, Black Porcelain
ceramics:porcelain_bricks_stairs, Porcelain Bricks Stairs
